Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,log_Global_Sales,Platform_encoded,Genre_encoded,Publisher_encoded
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,2,540
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,67.0,21.0,7.3,12.0,0.11332868530700317,7,7,85
Charm Girls Club: My Fashion Mall,DS,2007,Simulation,Unknown,0.12,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,9,533
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,28,6,21
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.1,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,26,3,491
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,74.0,8.0,7.4,10.0,0.11332868530700317,4,6,139
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0.0,0.01,0.12,86.0,17.0,8.0,60.0,0.11332868530700317,30,6,91
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,24.0,6.6,5.0,0.11332868530700317,17,10,497
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,0,298
Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,70.0,31.0,7.8,22.0,0.11332868530700317,16,11,448
Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,59.0,9.0,8.0,14.0,0.11332868530700317,19,0,383
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0.0,0.0,0.12,0.01,0.12,,,,,0.11332868530700317,15,1,228
Sleeping Dogs,PC,2012,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,23.0,8.2,1209.0,0.11332868530700317,13,0,468
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,20,0,349
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,19,5,138
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,61.0,8.0,4.8,6.0,0.11332868530700317,4,4,485
"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,9,277
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,0.11332868530700317,15,8,326
Ochaken no Heya DS,DS,2006,Simulation,MTO,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,9,293
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,2,228
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12,53.0,5.0,,,0.11332868530700317,6,0,139
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,59.0,8.0,5.2,6.0,0.11332868530700317,16,1,489
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,0,349
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.03,0.08,0.0,0.01,0.12,,,,,0.11332868530700317,30,6,91
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.12,53.0,53.0,7.0,27.0,0.11332868530700317,28,8,110
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12,62.0,5.0,,,0.11332868530700317,28,3,277
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.12,0.01,0.12,,,,,0.11332868530700317,15,2,228
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12,,,,,0.11332868530700317,7,6,139
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12,,,1.3,9.0,0.11332868530700317,28,5,491
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,3,110
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,79.0,15.0,7.8,16.0,0.11332868530700317,16,2,443
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,53.0,19.0,8.1,14.0,0.11332868530700317,26,0,404
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,20,0,349
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,2,3,349
NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,6,10,139
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,7,349
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,2,7,55
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,49.0,14.0,5.0,4.0,0.11332868530700317,16,4,528
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.1,0.02,0.0,0.01,0.12,60.0,7.0,,,0.11332868530700317,26,9,298
Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,,,,,0.11332868530700317,15,1,166
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,7,6
Record of Agarest War Zero,PS3,2007,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12,50.0,8.0,6.7,37.0,0.11332868530700317,17,11,196
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,9,415
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,11,17
Rocksmith,PC,2007,Misc,Unknown,0.06,0.04,0.0,0.01,0.12,78.0,5.0,8.1,57.0,0.11332868530700317,13,3,533
Backyard Baseball '09,DS,2008,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,10,53
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.06,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,27,8,21
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,62.0,11.0,7.7,44.0,0.11332868530700317,2,7,446
The King of Fighters '94,NG,1994,Fighting,SNK,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,12,2,439
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,1,503
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,0,349
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,0.11332868530700317,16,2,235
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,3,203
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,78.0,11.0,7.0,6.0,0.11332868530700317,16,5,110
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,64.0,4.0,8.4,18.0,0.11332868530700317,19,3,528
Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,7,21
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,,,,,0.11332868530700317,16,6,349
Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0.01,0.01,0.12,,,7.8,9.0,0.11332868530700317,2,0,552
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77.0,41.0,7.3,12.0,0.11332868530700317,16,7,503
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70.0,17.0,7.2,5.0,0.11332868530700317,29,4,21
Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,20,0,349
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,0.11332868530700317,19,1,458
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,51.0,8.0,,,0.11332868530700317,7,4,327
M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,6,569
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79.0,6.0,8.3,6.0,0.11332868530700317,15,5,545
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.02,0.0,0.01,0.12,68.0,28.0,7.5,6.0,0.11332868530700317,28,0,21
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12,,,,,0.11332868530700317,17,3,458
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49.0,18.0,4.9,11.0,0.11332868530700317,26,11,66
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0.0,0.1,0.0,0.02,0.12,,,,,0.11332868530700317,17,10,528
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59.0,8.0,7.0,6.0,0.11332868530700317,4,10,497
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,7,361
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,7,349
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12,,,,,0.11332868530700317,15,1,415
Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66.0,9.0,6.3,12.0,0.11332868530700317,4,10,139
Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.07,0.04,0.0,0.01,0.12,52.0,8.0,,,0.11332868530700317,26,0,139
Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,68.0,22.0,,,0.11332868530700317,4,5,110
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,2007,Strategy,,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,11,581
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,8,349
San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,11,503
Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,74.0,20.0,5.8,11.0,0.11332868530700317,29,8,491
Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,19,5,458
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,23,7,227
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,,,,,0.11332868530700317,16,3,294
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,73.0,38.0,8.4,22.0,0.11332868530700317,29,4,325
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,17,3,127
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,0,349
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,5.0,6.8,8.0,0.11332868530700317,17,3,458
Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,0,349
Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37.0,12.0,4.5,14.0,0.11332868530700317,28,8,6
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0.0,0.01,0.12,46.0,21.0,6.8,8.0,0.11332868530700317,26,8,528
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,,,7.0,6.0,0.11332868530700317,16,6,485
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0.0,0.11,0.0,0.01,0.12,,,,,0.11332868530700317,4,0,21
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,21,3,448
Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,60.0,14.0,7.4,5.0,0.11332868530700317,29,6,60
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,17,0,349
Thor: God of Thunder,DS,2011,Action,Sega,0.08,0.03,0.0,0.01,0.12,64.0,18.0,7.2,9.0,0.11332868530700317,4,0,448
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,31.0,8.4,8.0,0.11332868530700317,16,1,548
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12,69.0,41.0,7.4,51.0,0.11332868530700317,20,5,349
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,86.0,27.0,7.9,32.0,0.11332868530700317,19,11,458
Saru! Get You! Million Monkeys,PS2,2007,Platform,Unknown,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,16,4,533
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.12,33.0,5.0,,,0.11332868530700317,4,0,552
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.12,,,,,0.11332868530700317,26,6,110
Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,0.11332868530700317,16,0,349
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,0.11332868530700317,28,0,121
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,76.0,4.0,7.4,19.0,0.11332868530700317,18,10,521
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0.0,0.01,0.12,33.0,7.0,4.3,6.0,0.11332868530700317,28,0,491
Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43.0,16.0,2.0,5.0,0.11332868530700317,16,1,497
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,7,434
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,75.0,32.0,8.1,47.0,0.11332868530700317,18,7,503
Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68.0,16.0,8.8,4.0,0.11332868530700317,19,11,121
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,11,349
NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4.0,4.0,0.11332868530700317,17,1,528
Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8.0,13.0,0.11332868530700317,19,0,529
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6.0,11.0,0.11332868530700317,26,0,139
Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,0.11332868530700317,29,6,139
Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,9,111
Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12,59.0,11.0,,,0.11332868530700317,28,3,332
SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,63.0,14.0,,,0.11332868530700317,6,10,139
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12,,,,,0.11332868530700317,18,7,349
Supremacy MMA,PS3,2011,Fighting,505 Games,0.07,0.03,0.0,0.02,0.12,47.0,17.0,6.5,4.0,0.11332868530700317,17,2,6
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,4,3,349
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12,,,,,0.11332868530700317,17,0,458
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,0.11332868530700317,4,7,432
Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,0.11332868530700317,29,1,139
Rush,PSP,2006,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12,55.0,12.0,,,0.11332868530700317,19,6,327
Ecco the Dolphin,GEN,1992,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,8,1,448
Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,5,101
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,0.11332868530700317,17,7,113
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,72.0,12.0,8.8,25.0,0.11332868530700317,15,4,244
Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0.0,0.01,0.12,68.0,9.0,,,0.11332868530700317,4,9,184
Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,0.11332868530700317,26,8,548
Robinson: The Journey,PS4,2016,Action,Crytek,0.06,0.03,0.0,0.02,0.12,65.0,40.0,6.9,62.0,0.11332868530700317,18,0,105
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,0.11332868530700317,26,8,448
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,5,9,528
Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,59.0,4.0,,,0.11332868530700317,4,5,183
Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,10,53
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,0.11332868530700317,13,1,467
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,,,,,0.11332868530700317,19,0,552
X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,0.11332868530700317,7,4,21
Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,10,21
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0.0,0.1,0.0,0.12,83.0,5.0,8.0,22.0,0.11332868530700317,20,3,448
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,10,101
McDROID,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,26,11,349
Destiny: The Collection,XOne,2016,Shooter,Activision,0.05,0.06,0.0,0.01,0.12,,,,,0.11332868530700317,30,8,21
Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.06,0.0,0.01,0.12,,,6.9,7.0,0.11332868530700317,28,0,552
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,,,,,0.11332868530700317,15,10,503
Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,57.0,33.0,,,0.11332868530700317,29,2,17
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,0.11332868530700317,4,0,53
My Farm Around the World,DS,2008,Simulation,Atari,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,4,9,53
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,0,349
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.1,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,4,0,491
Farming Simulator 17,XOne,2016,Simulation,Focus Home Interactive,0.04,0.07,0.0,0.01,0.12,65.0,9.0,,,0.11332868530700317,30,9,161
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6.0,383.0,0.11332868530700317,13,0,66
NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,28,6,21
The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0.0,0.01,0.12,,,5.4,14.0,0.11332868530700317,28,4,528
Street Hoops,GC,2007,Sports,Unknown,0.09,0.02,0.0,0.0,0.12,56.0,9.0,7.3,7.0,0.11332868530700317,7,10,533
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,10,53
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.11,0.01,0.0,0.01,0.12,,,,,0.11332868530700317,4,0,21
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,,,,,0.11332868530700317,10,4,528
Densha De Go! 64,N64,1999,Simulation,Taito,0.0,0.0,0.05,0.07,0.12,,,,,0.11332868530700317,10,9,494
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,,,,,0.11332868530700317,10,10,17
Earthworm Jim 3D,N64,1999,Platform,Interplay,0.1,0.02,0.0,0.0,0.12,,,,,0.11332868530700317,10,4,248
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,0.11332868530700317,28,8,23
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.0,0.02,0.09,0.0,0.12,,,,,0.11332868530700317,2,7,55
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,0.11332868530700317,4,7,210
WRC: FIA World Rally Championship,X360,2007,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,66.0,24.0,6.0,4.0,0.11332868530700317,28,6,70
PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,10,101
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,0.11332868530700317,4,2,491
Godzilla: Destroy All Monsters Melee,XB,2007,Fighting,Unknown,0.09,0.03,0.0,0.0,0.12,71.0,20.0,6.8,8.0,0.11332868530700317,29,2,533
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,0.11332868530700317,28,10,497
Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0.0,0.02,0.12,66.0,9.0,,,0.11332868530700317,16,10,448
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,17,7,467
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,,,,,0.11332868530700317,16,4,497
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0.0,0.0,0.12,,,,,0.11332868530700317,6,6,491
DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,73.0,7.0,,,0.11332868530700317,4,6,91
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,2,349
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12,,,,,0.11332868530700317,26,6,571
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,0.11332868530700317,19,0,301
