Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,log_Global_Sales,Platform_encoded,Genre_encoded,Publisher_encoded
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,13,0,103
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51.0,0.05826890812397577,17,1,383
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.6,71.0,0.05826890812397577,18,0,503
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,47.0,4.0,,,0.05826890812397577,7,10,101
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0,0.05826890812397577,13,11,325
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,68.0,36.0,7.9,31.0,0.05826890812397577,20,0,110
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68.0,34.0,7.8,14.0,0.05826890812397577,16,7,503
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,1,298
There,PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,9,244
Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,15,3,277
Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,57.0,5.0,,,0.05826890812397577,15,10,307
Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.06,,,,,0.05826890812397577,26,3,6
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06,,,6.8,21.0,0.05826890812397577,13,0,552
Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,7,183
Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,38.0,5.0,,,0.05826890812397577,29,11,23
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,21
Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,,,,,0.05826890812397577,28,8,86
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,65.0,4.0,,,0.05826890812397577,2,9,43
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,55.0,26.0,,,0.05826890812397577,29,3,325
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,3,448
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,16,3,138
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,9,494
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,27.0,4.0,,,0.05826890812397577,16,6,183
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,8.0,5.0,0.05826890812397577,4,7,367
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,4,5,575
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,3,116
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,54.0,6.0,,,0.05826890812397577,4,5,404
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,0.05826890812397577,13,0,552
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100.0,0.05826890812397577,27,0,85
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,79.0,15.0,6.9,8.0,0.05826890812397577,16,8,248
Steins;Gate,X360,2009,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,28,1,7
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,1,349
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,,,,,0.05826890812397577,13,7,290
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14.0,0.05826890812397577,28,6,369
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,11.0,8.8,33.0,0.05826890812397577,20,7,364
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,18,7,121
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,,,8.0,7.0,0.05826890812397577,16,2,383
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,15.0,7.8,61.0,0.05826890812397577,13,0,552
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24.0,0.05826890812397577,16,1,53
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61.0,11.0,8.0,6.0,0.05826890812397577,16,3,489
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,1,30
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,7,2,349
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0.0,0.01,0.06,,,,,0.05826890812397577,27,0,21
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,29,10,548
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,10,17
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,0,495
Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,16,10,53
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,28,6,21
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51.0,0.05826890812397577,18,8,562
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,0,259
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,0,277
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,5,143
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,26,6,533
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,26,2,496
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,0,448
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,21,1,451
KimiKiss,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,1,147
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,30
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,71.0,41.0,7.6,20.0,0.05826890812397577,29,0,528
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,528
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,3,110
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,65.0,6.0,,,0.05826890812397577,4,5,380
Shining Force Feather,DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,11,448
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,38.0,6.7,116.0,0.05826890812397577,18,7,161
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,0,471
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,0,503
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,6,99
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,0,349
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,528
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,349
Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,15.0,7.6,14.0,0.05826890812397577,4,9,139
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,77.0,51.0,8.1,37.0,0.05826890812397577,29,1,497
The Great Escape,XB,2003,Action,SCi,0.05,0.01,0.0,0.0,0.06,55.0,24.0,,,0.05826890812397577,29,0,438
Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0,0.05826890812397577,13,6,21
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,17,11,349
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35.0,0.05826890812397577,13,1,161
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,0.05826890812397577,16,0,277
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,488
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,9,277
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,3,6,244
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,55.0,7.0,,,0.05826890812397577,6,10,528
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,28,6,70
DropCast,DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,66.0,4.0,,,0.05826890812397577,4,5,491
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,48.0,24.0,7.1,23.0,0.05826890812397577,26,7,448
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,22.0,7.3,6.0,0.05826890812397577,7,4,17
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,0,99
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,0,349
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,7,361
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0.0,0.0,0.06,,,,,0.05826890812397577,30,0,503
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,17.0,,,0.05826890812397577,7,0,528
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0.0,0.0,0.06,65.0,12.0,7.6,8.0,0.05826890812397577,26,1,275
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,,,7.4,5.0,0.05826890812397577,13,7,462
Unreal Tournament III,PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,83.0,41.0,8.0,523.0,0.05826890812397577,13,8,327
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6.0,0.05826890812397577,7,10,277
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,0,349
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,7,349
Chou Soujuu Mecha MG,DS,2007,Simulation,,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,9,581
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,8.2,11.0,0.05826890812397577,16,0,277
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,4.0,,,0.05826890812397577,26,1,528
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66.0,38.0,8.6,5.0,0.05826890812397577,29,8,53
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.0,5.0,0.05826890812397577,4,5,467
Call of Duty 2,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,626.0,0.05826890812397577,13,8,21
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78.0,39.0,8.2,26.0,0.05826890812397577,4,8,463
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,0,349
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,6,474
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,7,98
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,18,7,467
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,72.0,34.0,6.7,11.0,0.05826890812397577,29,8,497
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,10,1,349
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,12.0,6.9,20.0,0.05826890812397577,30,0,245
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,2,2,497
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.01,0.06,,,5.7,10.0,0.05826890812397577,28,2,349
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,20,7,360
MotoGP 10/11,X360,2011,Racing,Capcom,0.0,0.05,0.0,0.01,0.06,72.0,31.0,,,0.05826890812397577,28,6,85
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,51.0,5.0,,,0.05826890812397577,28,10,23
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54.0,0.05826890812397577,13,0,85
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,28.0,8.1,12.0,0.05826890812397577,16,3,528
ICO,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,,,7.4,27.0,0.05826890812397577,17,0,458
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,361
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,21
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,10,327
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,288
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,129
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,1,265
The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,50.0,8.8,1116.0,0.05826890812397577,13,7,53
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,10,178
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,5,17
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,8,226
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,6,271
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,10,491
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,10,178
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,10,139
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,6,539
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,6,491
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,6,528
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,66.0,27.0,,,0.05826890812397577,26,1,361
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.06,,,,,0.05826890812397577,10,3,512
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,21,2,85
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,12.0,,,0.05826890812397577,7,5,528
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,8.0,14.0,0.05826890812397577,20,7,503
Prinny: Can I Really Be The Hero? (US sales),PSP,2007,Action,,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,19,0,581
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,56.0,20.0,6.6,28.0,0.05826890812397577,19,8,277
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06,,,7.2,6.0,0.05826890812397577,4,1,327
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,349
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,602.0,0.05826890812397577,13,8,349
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,36.0,5.0,,,0.05826890812397577,29,6,66
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,6,101
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,0,167
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06,70.0,5.0,,,0.05826890812397577,4,4,127
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,5,526
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,3,88
A New Beginning,PC,2010,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,0.05826890812397577,13,1,121
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,10,326
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,5,101
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9.0,0.05826890812397577,13,0,139
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,70.0,7.0,,,0.05826890812397577,4,10,497
Combat Elite: WWII Paratroopers,PS2,2007,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06,54.0,12.0,,,0.05826890812397577,16,8,533
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,10,277
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,15,6,101
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,4.0,4.0,0.05826890812397577,19,10,23
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0.0,0.0,0.0,0.06,61.0,5.0,,,0.05826890812397577,4,10,21
Worldwide Soccer,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,21,10,448
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,7,349
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0.0,0.0,0.01,0.06,,,3.1,12.0,0.05826890812397577,17,10,21
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,33.0,4.0,,,0.05826890812397577,4,2,569
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58.0,26.0,8.5,11.0,0.05826890812397577,16,8,138
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57.0,16.0,8.6,11.0,0.05826890812397577,16,8,349
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,26,5,528
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,10,569
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,67.0,14.0,5.9,10.0,0.05826890812397577,6,2,443
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,19,2,85
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,4,3,434
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,0.06,52.0,6.0,7.4,12.0,0.05826890812397577,19,7,318
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,4,9,503
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,0.05826890812397577,6,6,569
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,2,11,361
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,6.5,283.0,0.05826890812397577,27,0,361
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06,,,,,0.05826890812397577,16,3,253
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,,,,,0.05826890812397577,19,10,277
